,ACLED_PK,KPIFK,TimeFK_Event_Date,CountryFK,ACLED_Region,ACLED_GWNO,ACLED_Event_ID_Cnty,ACLED_Event_ID_No_Cnty,ACLED_Year,ACLED_Time_Precision,ACLED_Event_Type,ACLED_Event_TypeDesc,ACLED_Event_SubType,ACLED_Event_SubTypeDesc,ACLED_Actor1,ACLED_Ally_Actor1,ACLED_Inter1,ACLED_Actor2,ACLED_Ally_Actor2,ACLED_Inter2,ACLED_Interaction,ACLED_Admin1,ACLED_Admin2,ACLED_Admin3,ACLED_Location,ACLED_Latitude,ACLED_Longitude,ACLED_Geo_Precision,ACLED_Source,ACLED_SourceScale,ACLED_Notes,ACLED_Fatalities,ACLED_CreatedOn,ACLED_CreatedBy,ACLED_UpdatedOn,ACLED_UpdatedBy
40,11453525,95,20210911,203,Western Africa,,NIG21934,21934,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Police Forces of Nigeria (2015-),,1,Unidentified Armed Group (Nigeria),,3,13,Edo,Oredo,,Benin City,6.3351,5.6275,2,Vanguard (Nigeria); The Cable (Nigeria); Sun (Nigeria),National,"On 11 September 2021, police forces of Nigeria engaged an unidentified armed group in an armed clash at Ute Forest (coded to Benin City, Oredo, Edo). Five abducted victims were rescued, ammunitions were seized and two suspects were arrested.",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
41,11454101,95,20210913,203,Western Africa,,NIG21956,21956,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Ekiti,Moba,,Otun,7.9877,5.1299,1,The Cable (Nigeria); News Chronicle; Daily Trust (Nigeria),National,"On 13 September 2021, unidentified armed men abducted four travelers in Otun (Moba, Ekiti); there are no reports regarding demands for ransom yet.",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
42,11453126,95,20210901,203,Western Africa,,NIG21922,21922,2021,2,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Islamic State (West Africa) - Lake Chad Faction,,2,Civilians (Nigeria),Refugees/IDPs (Nigeria),7,27,Borno,Bama,,Bama,11.5221,13.6856,2,ReliefWeb; Twitter,Other-New media,"Around 1 September 2021 (as reported), ISWAP militants attacked IDPs who left their camp in Bama (Bama, Borno) to neighboring Sabasawa. Out of the one hundred and seventy-seven IDPs, eleven returned, forty-eight were reportedly killed and one hundred and eighteen persons are unaccounted for. The victims reportedly left their camp to find other means of income.",48,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
43,11453796,95,20210912,203,Western Africa,,NIG21946,21946,2021,2,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Military Forces of Nigeria (2015-),,1,Zamfara Communal Militia (Nigeria),Katsina Communal Militia (Nigeria),4,14,Niger,Shiroro,,Maganda,10.3776,6.5912,1,Nigerian Eye; Inside Arewa (Nigeria); Desert Herald; Sun (Nigeria),National,"Around 12 September 2021 (as reported), armed militias from Zamfara and Katsina states clashed with Nigerian troops in Maganda (Shiroro, Niger). One soldier is reportedly missing and scores of militia members were killed. The militia members were fleeing from ongoing militiary operations in their states.",20,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
44,11453795,95,20210912,203,Western Africa,,NIG21945,21945,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Unidentified Armed Group (Nigeria),,3,Military Forces of Nigeria (2015-),Police Forces of Nigeria (2015-) Prison Guards,1,13,Kogi,Kabba,,Kabba,7.8287,6.0731,1,Legit; Daily Independent (Nigeria); Vanguard (Nigeria); Defense Post; EONS Intelligence; Nigeria Herald,Other-National,"On 12 September 2021, unidentified armed men attacked and killed two soldiers and one police officer guarding a prison, releasing two hundred and forty prisoners at a medium security prison in Kabba (Kabba, Kogi). About one hundred and eight inmates were rearrested, an unspecified number returned voluntarily while two prison guards are missing.",3,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
45,11454784,95,20210915,203,Western Africa,,NIG21974,21974,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Farmers (Nigeria),7,37,Kogi,Kabba,,Kabba,7.8287,6.0731,2,EONS Intelligence; HumAngle; Nigeria Punch,National,"On 15 September 2021, unidentified armed men shot and killed one person and abducted three people in Egbeda Kabba (Kabba, Kogi) coded as Kabba. Two of the abductees are poultry farmers; the abductors have demanded a ransom of 15 million naira.",1,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
46,11454411,95,20210914,203,Western Africa,,NIG21959,21959,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Anglican Christian Group (Nigeria),7,37,Imo,Orsu,,Awo-Idemili,5.8264,6.9337,2,The Cable (Nigeria); New Telegraph,National,"On 14 September 2021, unidentified armed men killed an Anglican priest for inviting soldiers to guard a school in Iheteukwa (Orsu, Imo) coded as Awo-Idemili. IPOB has denied responsibility for the killing.",1,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
47,11455074,95,20210916,203,Western Africa,,NIG21982,21982,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Lawyers (Nigeria),7,37,Imo,Orlu,,Orlu,5.7946,7.035,2,EONS Intelligence; Legit,National,"On 16 September 2021, unidentified armed men shot and killed a lawyer at Amaifeke (Orlu, Imo) coded as Orlu. The victim was reportedly the lawyer to some of the persons arrested in connection to the violence in the area recently.",1,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
48,11453529,95,20210911,203,Western Africa,,NIG21938,21938,2021,2,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Christian Group (Nigeria),7,37,Kaduna,Zangon Kataf,,Kibori,9.85,8.4166,1,Inside Arewa (Nigeria); Nigerian Eye; Concise News,Subnational-National,"Around 11 September 2021, a pastor was attacked and killed with a machete by unidentifed individuals in Kibori (Zangon Kataf, Kaduna). The reason for the attack is unknown. The pastor's body was found on 12 September.",1,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
49,11453293,95,20210910,203,Western Africa,,NIG21931,21931,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Military Forces of Nigeria (2015-),,1,Civilians (Nigeria),Taxi Drivers (Nigeria),7,17,Plateau,Jos North,,Jos,9.9285,8.8921,2,CKN Nigeria; Premium Times (Nigeria),National,"On 10 September 2021, soldiers beat a taxi driver and killed him over violation of the curfew in Farin Gada (Jos North, Plateau) coded to Jos.",1,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
50,11453294,95,20210910,203,Western Africa,,NIG21932,21932,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Police Forces of Nigeria (2015-),,1,Civilians (Nigeria),Women (Nigeria),7,17,Lagos,Mushin,,Surulere,6.5144,3.3584,1,Premium Times (Nigeria),National,"On 10 September 2021, a policeman killed a civilian woman at her mother's shop during a raid in Surulere (Mushin, Lagos).",1,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
51,11454102,95,20210913,203,Western Africa,,NIG21957,21957,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Kaduna Communal Militia (Nigeria),,4,Military Forces of Nigeria (2015-),Police Forces of Nigeria (2015-); Zaria Communal Militia (Nigeria),1,14,Kaduna,Zaria,,Zaria,11.0886,7.6974,2,Sahara Reporters; Premium Times (Nigeria); Guardian (Nigeria),National-Regional,"On 13 September 2021, militia members clashed with Nigerian soldiers, police officers and members of a local militia in a community in Zaria LGA (Zaria, Kaduna). The group of around 30 people attacked the community, invading the house of a Kaduna State University lecturer, abducting a woman and eight children. During the shoot-out, a soldier was killed. Six children were rescued.",1,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
52,11454786,95,20210915,203,Western Africa,,NIG21976,21976,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Women (Nigeria),7,37,Rivers,Obio,,Nkpelu,4.8708,6.9807,1,Sun (Nigeria),National,"On 15 September 2021, unidentified armed men abducted a woman at Nkpelu (Obio, Rivers). There are no reports for ransom demands yet.",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
53,11454787,95,20210915,203,Western Africa,,NIG21977,21977,2021,2,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Looting/property destruction,An organized armed group engages in looting or seizing goods or property other than weapons or weapon. ,Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),Government of Nigeria (2015-),7,47,Zamfara,Zurmi,,Zurmi,12.7776,6.7834,1,Sahara Reporters; New Telegraph,National-Regional,"Property destruction: Around 15 September 2021 (as reported), militia members attacked and set houses ablaze in Zurmi (Zurmi, Zamfara), the house of the speaker of the state's house of assembly was also burnt. Reports claim that the current military onslaught in the area is the reason for the attack.",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
54,11454415,95,20210914,203,Western Africa,,NIG21963,21963,2021,1,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Looting/property destruction,An organized armed group engages in looting or seizing goods or property other than weapons or weapon. ,IPOB: Indigenous Peoples of Biafra,,2,Civilians (Nigeria),Labour Group (Nigeria),7,27,Enugu,Enugu East,,Emene,6.4759,7.584,1,Daily Trust (Nigeria); Daily Independent (Nigeria),National,"Looting: On 14 September 2021, IPOB members looted a bus supplying bread and set it ablaze in Emene (Enugu East, Enugu) while enforcing a sit at home order to honor members of the group killed during the raid of the leader's home in 2017.",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
55,11454422,95,20210914,203,Western Africa,,NIG21970,21970,2021,1,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Looting/property destruction,An organized armed group engages in looting or seizing goods or property other than weapons or weapon. ,IPOB: Indigenous Peoples of Biafra,,2,Civilians (Nigeria),Labour Group (Nigeria),7,27,Anambra,Orumba North,,Nanka,6.0606,7.0875,1,Blueprint,National,"Property destruction: On 14 September 2021, IPOB members set a commercial bus ablaze in Nanka (Orumba North, Anambra) while enforcing a sit at home order to honor members of the group killed during the raid of the leader's home in 2017.",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
